Season,Team Name,roster_person_fullName,roster_person_id,_Null_,active,alternateCaptain,birthCity,birthCountry,birthDate,birthStateProvince,captain,currentAge,currentTeam_id,currentTeam_link,currentTeam_name,firstName,fullName,height,id,lastName,link,nationality,primaryNumber,primaryPosition_abbreviation,primaryPosition_code,primaryPosition_name,primaryPosition_type,rookie,rosterStatus,shootsCatches,weight
20172018,Anaheim Ducks,Jared Boll,8471766,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,0,"",Charlotte,USA,1986-05-13,NC,"","","","","",Jared,Jared Boll,"6' 3""",8471766,Boll,/api/v1/people/8471766,USA,40,RW,R,Right Wing,Forward,0,N,R,206
20172018,Anaheim Ducks,Jason Chimera,8466251,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,0,"",Edmonton,CAN,1979-05-02,AB,"","","","","",Jason,Jason Chimera,"6' 3""",8466251,Chimera,/api/v1/people/8466251,CAN,20,LW,L,Left Wing,Forward,0,Y,L,215
20172018,Anaheim Ducks,Jaycob Megna,8477034,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Plantation,USA,1992-12-10,FL,0,27,54,/api/v1/teams/54,Vegas Golden Knights,Jaycob,Jaycob Megna,"6' 6""",8477034,Megna,/api/v1/people/8477034,USA,24,D,D,Defenseman,Defenseman,0,N,L,221
20172018,Anaheim Ducks,John Gibson,8476434,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Pittsburgh,USA,1993-07-14,PA,0,26,24,/api/v1/teams/24,Anaheim Ducks,John,John Gibson,"6' 2""",8476434,Gibson,/api/v1/people/8476434,USA,36,G,G,Goalie,Goalie,0,Y,L,207
20172018,Anaheim Ducks,Joseph Blandisi,8477010,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Markham,CAN,1994-07-18,ON,0,25,8,/api/v1/teams/8,Montréal Canadiens,Joseph,Joseph Blandisi,"5' 11""",8477010,Blandisi,/api/v1/people/8477010,CAN,36,C,C,Center,Forward,0,N,L,187
20172018,Anaheim Ducks,Josh Manson,8476312,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,1,Hinsdale,USA,1991-10-07,IL,0,28,24,/api/v1/teams/24,Anaheim Ducks,Josh,Josh Manson,"6' 3""",8476312,Manson,/api/v1/people/8476312,CAN,42,D,D,Defenseman,Defenseman,0,Y,R,224
20172018,Anaheim Ducks,Kalle Kossila,8479290,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Kauniainen,FIN,1993-04-14,"",0,26,10,/api/v1/teams/10,Toronto Maple Leafs,Kalle,Kalle Kossila,"5' 11""",8479290,Kossila,/api/v1/people/8479290,FIN,48,C,C,Center,Forward,0,N,L,182
20172018,Anaheim Ducks,Kevin Bieksa,8469598,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,0,"",Grimsby,CAN,1981-06-16,ON,"","","","","",Kevin,Kevin Bieksa,"6' 1""",8469598,Bieksa,/api/v1/people/8469598,CAN,3,D,D,Defenseman,Defenseman,0,Y,R,197
20172018,Anaheim Ducks,Kevin Roy,8476971,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Greenfield Park,CAN,1993-05-20,QC,0,26,5,/api/v1/teams/5,Pittsburgh Penguins,Kevin,Kevin Roy,"5' 9""",8476971,Roy,/api/v1/people/8476971,CAN,26,C,C,Center,Forward,0,N,L,172
20172018,Anaheim Ducks,Korbinian Holzer,8473560,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Munich,DEU,1988-02-16,"",0,32,18,/api/v1/teams/18,Nashville Predators,Korbinian,Korbinian Holzer,"6' 3""",8473560,Holzer,/api/v1/people/8473560,DEU,22,D,D,Defenseman,Defenseman,0,Y,R,213
20172018,Anaheim Ducks,Logan Shaw,8476400,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Glace Bay,CAN,1992-10-05,NS,0,27,52,/api/v1/teams/52,Winnipeg Jets,Logan,Logan Shaw,"6' 3""",8476400,Shaw,/api/v1/people/8476400,CAN,38,RW,R,Right Wing,Forward,0,Y,R,208
20172018,Anaheim Ducks,Marcus Pettersson,8477969,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Skellefteå,SWE,1996-05-08,"",0,23,5,/api/v1/teams/5,Pittsburgh Penguins,Marcus,Marcus Pettersson,"6' 3""",8477969,Pettersson,/api/v1/people/8477969,SWE,28,D,D,Defenseman,Defenseman,0,Y,L,177
20172018,Anaheim Ducks,Mike Liambas,8475436,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Toronto,CAN,1989-02-16,ON,0,31,30,/api/v1/teams/30,Minnesota Wild,Mike,Mike Liambas,"5' 10""",8475436,Liambas,/api/v1/people/8475436,CAN,27,LW,L,Left Wing,Forward,0,N,L,195
20172018,Anaheim Ducks,Nick Ritchie,8477941,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Orangeville,CAN,1995-12-05,ON,0,24,6,/api/v1/teams/6,Boston Bruins,Nick,Nick Ritchie,"6' 2""",8477941,Ritchie,/api/v1/people/8477941,CAN,21,LW,L,Left Wing,Forward,0,Y,L,230
20172018,Anaheim Ducks,Nicolas Kerdiles,8476866,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,0,"",Lewisville,USA,1994-01-11,TX,"","","","","",Nicolas,Nicolas Kerdiles,"6' 2""",8476866,Kerdiles,/api/v1/people/8476866,USA,58,LW,L,Left Wing,Forward,1,N,L,200
20172018,Anaheim Ducks,Ondrej Kase,8478131,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Kadan,CZE,1995-11-08,"",0,24,6,/api/v1/teams/6,Boston Bruins,Ondrej,Ondrej Kase,"6' 0""",8478131,Kase,/api/v1/people/8478131,CZE,28,RW,R,Right Wing,Forward,0,Y,R,190
20172018,Anaheim Ducks,Patrick Eaves,8470622,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Calgary,CAN,1984-05-01,AB,0,35,24,/api/v1/teams/24,Anaheim Ducks,Patrick,Patrick Eaves,"5' 11""",8470622,Eaves,/api/v1/people/8470622,USA,18,RW,R,Right Wing,Forward,0,N,R,203
20172018,Anaheim Ducks,Reto Berra,8473499,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,0,"",Bülach,CHE,1987-01-03,"","","","","","",Reto,Reto Berra,"6' 4""",8473499,Berra,/api/v1/people/8473499,CHE,1,G,G,Goalie,Goalie,0,Y,L,218
20172018,Anaheim Ducks,Rickard Rakell,8476483,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Sundbyberg,SWE,1993-05-05,"",0,26,24,/api/v1/teams/24,Anaheim Ducks,Rickard,Rickard Rakell,"6' 0""",8476483,Rakell,/api/v1/people/8476483,SWE,67,LW,L,Left Wing,Forward,0,Y,R,196
20172018,Anaheim Ducks,Ryan Getzlaf,8470612,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Regina,CAN,1985-05-10,SK,1,34,24,/api/v1/teams/24,Anaheim Ducks,Ryan,Ryan Getzlaf,"6' 3""",8470612,Getzlaf,/api/v1/people/8470612,CAN,15,C,C,Center,Forward,0,Y,R,228
20172018,Anaheim Ducks,Ryan Kesler,8470616,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,1,Livonia,USA,1984-08-31,MI,0,35,24,/api/v1/teams/24,Anaheim Ducks,Ryan,Ryan Kesler,"6' 2""",8470616,Kesler,/api/v1/people/8470616,USA,17,C,C,Center,Forward,0,N,R,206
20172018,Anaheim Ducks,Ryan Miller,8468011,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,East Lansing,USA,1980-07-17,MI,0,39,24,/api/v1/teams/24,Anaheim Ducks,Ryan,Ryan Miller,"6' 2""",8468011,Miller,/api/v1/people/8468011,USA,30,G,G,Goalie,Goalie,0,Y,L,170
20172018,Anaheim Ducks,Sami Vatanen,8475222,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Jyväskylä,FIN,1991-06-03,"",0,28,12,/api/v1/teams/12,Carolina Hurricanes,Sami,Sami Vatanen,"5' 10""",8475222,Vatanen,/api/v1/people/8475222,FIN,45,D,D,Defenseman,Defenseman,0,I,R,185
20172018,Anaheim Ducks,Troy Terry,8478873,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Denver,USA,1997-09-10,CO,0,22,24,/api/v1/teams/24,Anaheim Ducks,Troy,Troy Terry,"6' 0""",8478873,Terry,/api/v1/people/8478873,USA,61,RW,R,Right Wing,Forward,0,N,R,180
20172018,Arizona Coyotes,Adam Clendening,8476431,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Niagara Falls,USA,1992-10-26,NY,0,27,29,/api/v1/teams/29,Columbus Blue Jackets,Adam,Adam Clendening,"6' 0""",8476431,Clendening,/api/v1/people/8476431,USA,6,D,D,Defenseman,Defenseman,0,N,R,189
20172018,Arizona Coyotes,Adin Hill,8478499,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Comox,CAN,1996-05-11,BC,0,23,53,/api/v1/teams/53,Arizona Coyotes,Adin,Adin Hill,"6' 6""",8478499,Hill,/api/v1/people/8478499,CAN,31,G,G,Goalie,Goalie,1,Y,L,202
20172018,Arizona Coyotes,Alex Goligoski,8471274,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Grand Rapids,USA,1985-07-30,MN,0,34,53,/api/v1/teams/53,Arizona Coyotes,Alex,Alex Goligoski,"5' 11""",8471274,Goligoski,/api/v1/people/8471274,USA,33,D,D,Defenseman,Defenseman,0,Y,L,185
20172018,Arizona Coyotes,Anthony Duclair,8477407,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Pointe-Claire,CAN,1995-08-26,QC,0,24,9,/api/v1/teams/9,Ottawa Senators,Anthony,Anthony Duclair,"5' 11""",8477407,Duclair,/api/v1/people/8477407,CAN,10,LW,L,Left Wing,Forward,0,Y,L,198
20172018,Arizona Coyotes,Antti Raanta,8477293,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Rauma,FIN,1989-05-12,"",0,30,53,/api/v1/teams/53,Arizona Coyotes,Antti,Antti Raanta,"6' 0""",8477293,Raanta,/api/v1/people/8477293,FIN,32,G,G,Goalie,Goalie,0,Y,L,195
20172018,Arizona Coyotes,Brad Richardson,8470755,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Belleville,CAN,1985-02-04,ON,0,35,53,/api/v1/teams/53,Arizona Coyotes,Brad,Brad Richardson,"6' 0""",8470755,Richardson,/api/v1/people/8470755,CAN,15,C,C,Center,Forward,0,Y,L,190
20172018,Arizona Coyotes,Brendan Perlini,8477943,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Guildford,GBR,1996-04-27,"",0,23,17,/api/v1/teams/17,Detroit Red Wings,Brendan,Brendan Perlini,"6' 3""",8477943,Perlini,/api/v1/people/8477943,GBR,29,LW,L,Left Wing,Forward,0,Y,L,211
20172018,Arizona Coyotes,Christian Dvorak,8477989,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Palos,USA,1996-02-02,IL,0,24,53,/api/v1/teams/53,Arizona Coyotes,Christian,Christian Dvorak,"6' 0""",8477989,Dvorak,/api/v1/people/8477989,USA,18,C,C,Center,Forward,0,Y,L,195
20172018,Arizona Coyotes,Christian Fischer,8478432,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Chicago,USA,1997-04-15,IL,0,22,53,/api/v1/teams/53,Arizona Coyotes,Christian,Christian Fischer,"6' 2""",8478432,Fischer,/api/v1/people/8478432,USA,36,RW,R,Right Wing,Forward,0,Y,R,214
20172018,Arizona Coyotes,Clayton Keller,8479343,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Chesterfield,USA,1998-07-29,MO,0,21,53,/api/v1/teams/53,Arizona Coyotes,Clayton,Clayton Keller,"5' 10""",8479343,Keller,/api/v1/people/8479343,USA,9,RW,R,Right Wing,Forward,0,Y,L,170
20172018,Arizona Coyotes,Dakota Mermis,8477541,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Alton,USA,1994-01-05,IL,0,26,1,/api/v1/teams/1,New Jersey Devils,Dakota,Dakota Mermis,"6' 0""",8477541,Mermis,/api/v1/people/8477541,USA,32,D,D,Defenseman,Defenseman,1,Y,L,195
20172018,Arizona Coyotes,Darcy Kuemper,8475311,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Saskatoon,CAN,1990-05-05,SK,0,29,53,/api/v1/teams/53,Arizona Coyotes,Darcy,Darcy Kuemper,"6' 5""",8475311,Kuemper,/api/v1/people/8475311,CAN,35,G,G,Goalie,Goalie,0,Y,L,215
20172018,Arizona Coyotes,Derek Stepan,8474613,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,1,Hastings,USA,1990-06-18,MN,0,29,53,/api/v1/teams/53,Arizona Coyotes,Derek,Derek Stepan,"6' 0""",8474613,Stepan,/api/v1/people/8474613,USA,21,C,C,Center,Forward,0,Y,R,196
20172018,Arizona Coyotes,Dylan Strome,8478440,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Mississauga,CAN,1997-03-07,ON,0,23,16,/api/v1/teams/16,Chicago Blackhawks,Dylan,Dylan Strome,"6' 3""",8478440,Strome,/api/v1/people/8478440,CAN,17,C,C,Center,Forward,0,Y,L,200
20172018,Arizona Coyotes,Freddie Hamilton,8475878,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,0,"",Toronto,CAN,1992-01-01,ON,"","","","","",Freddie,Freddie Hamilton,"6' 1""",8475878,Hamilton,/api/v1/people/8475878,CAN,13,C,C,Center,Forward,0,Y,R,195
20172018,Arizona Coyotes,Jakob Chychrun,8479345,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Boca Raton,USA,1998-03-31,FL,0,21,53,/api/v1/teams/53,Arizona Coyotes,Jakob,Jakob Chychrun,"6' 2""",8479345,Chychrun,/api/v1/people/8479345,USA,6,D,D,Defenseman,Defenseman,0,Y,L,210
20172018,Arizona Coyotes,Jason Demers,8474218,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Dorval,CAN,1988-06-09,QC,0,31,53,/api/v1/teams/53,Arizona Coyotes,Jason,Jason Demers,"6' 1""",8474218,Demers,/api/v1/people/8474218,CAN,55,D,D,Defenseman,Defenseman,0,Y,R,195
20172018,Arizona Coyotes,Joel Hanley,8477810,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Keswick,CAN,1991-06-08,ON,0,28,25,/api/v1/teams/25,Dallas Stars,Joel,Joel Hanley,"5' 11""",8477810,Hanley,/api/v1/people/8477810,CAN,39,D,D,Defenseman,Defenseman,0,N,L,190
20172018,Arizona Coyotes,Jordan Martinook,8476921,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,1,Brandon,CAN,1992-07-25,MB,0,27,12,/api/v1/teams/12,Carolina Hurricanes,Jordan,Jordan Martinook,"6' 0""",8476921,Martinook,/api/v1/people/8476921,CAN,48,LW,L,Left Wing,Forward,0,Y,L,196
20172018,Arizona Coyotes,Josh Archibald,8476326,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Regina,CAN,1992-10-06,SK,0,27,22,/api/v1/teams/22,Edmonton Oilers,Josh,Josh Archibald,"5' 10""",8476326,Archibald,/api/v1/people/8476326,CAN,15,RW,R,Right Wing,Forward,0,Y,R,176
20172018,Arizona Coyotes,Kevin Connauton,8475246,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Edmonton,CAN,1990-02-23,AB,0,30,21,/api/v1/teams/21,Colorado Avalanche,Kevin,Kevin Connauton,"6' 2""",8475246,Connauton,/api/v1/people/8475246,CAN,7,D,D,Defenseman,Defenseman,0,Y,L,205
20172018,Arizona Coyotes,Kyle Capobianco,8478476,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Mississauga,CAN,1997-08-13,ON,0,22,53,/api/v1/teams/53,Arizona Coyotes,Kyle,Kyle Capobianco,"6' 1""",8478476,Capobianco,/api/v1/people/8478476,CAN,75,D,D,Defenseman,Defenseman,1,N,L,196
20172018,Arizona Coyotes,Laurent Dauphin,8477460,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Repentigny,CAN,1995-03-27,QC,0,24,8,/api/v1/teams/8,Montréal Canadiens,Laurent,Laurent Dauphin,"6' 1""",8477460,Dauphin,/api/v1/people/8477460,CAN,47,C,C,Center,Forward,0,N,L,180
20172018,Arizona Coyotes,Lawson Crouse,8478474,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Mt. Brydges,CAN,1997-06-23,ON,0,22,53,/api/v1/teams/53,Arizona Coyotes,Lawson,Lawson Crouse,"6' 4""",8478474,Crouse,/api/v1/people/8478474,CAN,67,LW,L,Left Wing,Forward,0,Y,L,220
